,TIME,P1_TO_LAPTOP,P1_TO_P1,P1_TO_P2,P1_TO_P3,P1_TO_P4,P1_TO_P5,P1_TO_P6,P1_TO_P7,P1_TO_P8,P2_TO_LAPTOP,P2_TO_P1,P2_TO_P2,P2_TO_P3,P2_TO_P4,P2_TO_P5,P2_TO_P6,P2_TO_P7,P2_TO_P8,P3_TO_LAPTOP,P3_TO_P1,P3_TO_P2,P3_TO_P3,P3_TO_P4,P3_TO_P5,P3_TO_P6,P3_TO_P7,P3_TO_P8,P4_TO_LAPTOP,P4_TO_P1,P4_TO_P2,P4_TO_P3,P4_TO_P4,P4_TO_P5,P4_TO_P6,P4_TO_P7,P4_TO_P8,P5_TO_LAPTOP,P5_TO_P1,P5_TO_P2,P5_TO_P3,P5_TO_P4,P5_TO_P5,P5_TO_P6,P5_TO_P7,P5_TO_P8,P6_TO_LAPTOP,P6_TO_P1,P6_TO_P2,P6_TO_P3,P6_TO_P4,P6_TO_P5,P6_TO_P6,P6_TO_P7,P6_TO_P8,P7_TO_LAPTOP,P7_TO_P1,P7_TO_P2,P7_TO_P3,P7_TO_P4,P7_TO_P5,P7_TO_P6,P7_TO_P7,P7_TO_P8,P8_TO_LAPTOP,P8_TO_P1,P8_TO_P2,P8_TO_P3,P8_TO_P4,P8_TO_P5,P8_TO_P6,P8_TO_P7,P8_TO_P8
289,289,0.0,0.0,0.03,0.04,0.14,0.64,0.04,0.02,0.08,0.02,0.0,0.0,0.04,0.57,0.18,0.03,0.1,0.06,0.01,0.15,0.06,0.0,0.11,0.11,0.03,0.23,0.31,0.01,0.06,0.03,0.1,0.0,0.45,0.21,0.07,0.06,0.45,0.2,0.02,0.07,0.14,0.0,0.05,0.02,0.04,0.02,0.08,0.28,0.12,0.27,0.1,0.0,0.07,0.07,0.02,0.1,0.05,0.06,0.27,0.35,0.05,0.0,0.09,0.0,0.03,0.03,0.01,0.19,0.52,0.12,0.09,0.0
290,290,0.02,0.0,0.05,0.08,0.15,0.47,0.11,0.04,0.08,0.03,0.0,0.0,0.02,0.2,0.07,0.55,0.08,0.05,0.0,0.01,0.01,0.0,0.06,0.13,0.03,0.67,0.08,0.02,0.07,0.02,0.06,0.0,0.2,0.53,0.05,0.06,0.45,0.13,0.03,0.1,0.17,0.0,0.07,0.02,0.02,0.02,0.18,0.25,0.08,0.21,0.08,0.0,0.07,0.09,0.01,0.09,0.01,0.03,0.09,0.2,0.55,0.0,0.02,0.0,0.03,0.01,0.02,0.22,0.49,0.13,0.11,0.0
291,291,0.07,0.0,0.06,0.07,0.14,0.36,0.17,0.01,0.12,0.03,0.0,0.0,0.02,0.18,0.07,0.57,0.08,0.05,0.01,0.01,0.02,0.0,0.31,0.1,0.08,0.39,0.08,0.04,0.1,0.03,0.14,0.0,0.11,0.33,0.15,0.1,0.09,0.18,0.1,0.15,0.23,0.0,0.15,0.04,0.05,0.02,0.55,0.02,0.01,0.17,0.06,0.0,0.05,0.12,0.01,0.1,0.01,0.04,0.09,0.11,0.63,0.0,0.03,0.01,0.03,0.01,0.04,0.21,0.33,0.26,0.12,0.0
292,292,0.06,0.0,0.06,0.13,0.11,0.14,0.25,0.09,0.16,0.02,0.0,0.0,0.02,0.13,0.04,0.67,0.07,0.04,0.0,0.01,0.01,0.0,0.13,0.08,0.11,0.57,0.08,0.05,0.11,0.05,0.21,0.0,0.12,0.18,0.13,0.13,0.25,0.12,0.04,0.14,0.16,0.0,0.15,0.08,0.05,0.02,0.09,0.02,0.02,0.25,0.06,0.0,0.1,0.45,0.0,0.06,0.01,0.03,0.11,0.1,0.63,0.0,0.05,0.0,0.03,0.0,0.06,0.18,0.23,0.35,0.14,0.0
293,293,0.03,0.0,0.04,0.08,0.1,0.07,0.15,0.44,0.09,0.02,0.02,0.0,0.02,0.18,0.29,0.36,0.09,0.02,0.0,0.01,0.01,0.0,0.06,0.1,0.05,0.67,0.09,0.03,0.03,0.02,0.11,0.0,0.04,0.59,0.06,0.11,0.08,0.06,0.06,0.22,0.18,0.0,0.11,0.21,0.08,0.0,0.07,0.01,0.01,0.19,0.03,0.0,0.07,0.61,0.0,0.05,0.01,0.03,0.11,0.1,0.63,0.0,0.07,0.0,0.03,0.01,0.07,0.14,0.18,0.2,0.37,0.0
294,294,0.03,0.0,0.05,0.05,0.04,0.02,0.68,0.05,0.06,0.03,0.03,0.0,0.08,0.26,0.28,0.23,0.04,0.04,0.01,0.01,0.01,0.0,0.12,0.24,0.37,0.17,0.07,0.03,0.03,0.02,0.1,0.0,0.04,0.68,0.03,0.06,0.03,0.04,0.04,0.24,0.17,0.0,0.27,0.13,0.07,0.01,0.06,0.03,0.04,0.21,0.05,0.0,0.08,0.52,0.0,0.05,0.01,0.03,0.1,0.1,0.63,0.0,0.07,0.0,0.04,0.0,0.07,0.13,0.13,0.49,0.15,0.0
295,295,0.02,0.0,0.05,0.07,0.12,0.07,0.15,0.35,0.16,0.01,0.05,0.0,0.02,0.17,0.6,0.06,0.06,0.02,0.01,0.03,0.02,0.0,0.22,0.1,0.05,0.48,0.09,0.03,0.05,0.03,0.16,0.0,0.05,0.46,0.1,0.12,0.07,0.04,0.05,0.15,0.25,0.0,0.13,0.23,0.08,0.02,0.08,0.04,0.06,0.18,0.19,0.0,0.28,0.14,0.0,0.06,0.01,0.03,0.1,0.1,0.63,0.0,0.07,0.01,0.04,0.0,0.08,0.11,0.11,0.37,0.28,0.0
296,296,0.04,0.0,0.06,0.09,0.12,0.1,0.33,0.07,0.18,0.03,0.02,0.0,0.03,0.22,0.5,0.16,0.02,0.02,0.01,0.01,0.02,0.0,0.12,0.4,0.15,0.23,0.06,0.04,0.07,0.04,0.16,0.0,0.15,0.36,0.08,0.1,0.07,0.04,0.05,0.11,0.24,0.0,0.22,0.18,0.09,0.01,0.03,0.03,0.04,0.34,0.04,0.0,0.25,0.25,0.01,0.07,0.0,0.04,0.09,0.1,0.64,0.0,0.05,0.0,0.04,0.0,0.09,0.13,0.12,0.35,0.28,0.0
297,297,0.0,0.0,0.02,0.03,0.09,0.06,0.31,0.37,0.12,0.02,0.04,0.0,0.02,0.17,0.44,0.23,0.05,0.02,0.02,0.01,0.01,0.0,0.44,0.1,0.25,0.11,0.05,0.02,0.03,0.01,0.08,0.0,0.07,0.67,0.05,0.06,0.02,0.01,0.01,0.03,0.05,0.0,0.8,0.06,0.02,0.02,0.04,0.06,0.06,0.11,0.0,0.0,0.65,0.06,0.01,0.06,0.01,0.03,0.08,0.09,0.68,0.0,0.05,0.0,0.02,0.0,0.07,0.12,0.12,0.46,0.21,0.0
298,298,0.01,0.0,0.05,0.07,0.1,0.08,0.41,0.04,0.24,0.01,0.04,0.0,0.3,0.19,0.21,0.18,0.05,0.02,0.01,0.01,0.01,0.0,0.26,0.08,0.22,0.34,0.07,0.03,0.03,0.02,0.1,0.0,0.14,0.56,0.05,0.07,0.01,0.02,0.0,0.03,0.04,0.0,0.81,0.06,0.03,0.02,0.04,0.06,0.24,0.24,0.1,0.0,0.16,0.13,0.01,0.08,0.0,0.03,0.09,0.1,0.63,0.0,0.06,0.0,0.03,0.0,0.08,0.12,0.13,0.39,0.24,0.0
299,299,0.03,0.0,0.04,0.1,0.09,0.07,0.5,0.05,0.12,0.03,0.05,0.0,0.16,0.27,0.36,0.05,0.06,0.03,0.01,0.04,0.03,0.0,0.24,0.15,0.04,0.29,0.22,0.03,0.06,0.02,0.11,0.0,0.19,0.3,0.2,0.09,0.03,0.05,0.02,0.07,0.16,0.0,0.43,0.17,0.08,0.01,0.02,0.04,0.55,0.23,0.06,0.0,0.03,0.08,0.04,0.11,0.02,0.12,0.17,0.35,0.16,0.0,0.03,0.0,0.03,0.0,0.05,0.14,0.15,0.22,0.4,0.0
300,300,0.02,0.0,0.05,0.15,0.07,0.08,0.4,0.05,0.19,0.03,0.02,0.0,0.24,0.28,0.23,0.12,0.04,0.05,0.01,0.04,0.04,0.0,0.29,0.06,0.11,0.12,0.32,0.04,0.07,0.07,0.54,0.0,0.03,0.12,0.08,0.04,0.05,0.03,0.02,0.03,0.1,0.0,0.64,0.02,0.1,0.02,0.02,0.03,0.18,0.44,0.2,0.0,0.05,0.06,0.04,0.1,0.02,0.05,0.13,0.18,0.41,0.0,0.07,0.0,0.04,0.0,0.08,0.12,0.12,0.35,0.3,0.0
301,301,0.01,0.0,0.05,0.22,0.06,0.06,0.37,0.04,0.19,0.03,0.02,0.0,0.04,0.2,0.26,0.35,0.06,0.04,0.0,0.03,0.02,0.0,0.1,0.09,0.16,0.42,0.16,0.03,0.05,0.02,0.15,0.0,0.18,0.39,0.08,0.1,0.04,0.02,0.02,0.04,0.06,0.0,0.73,0.04,0.04,0.03,0.02,0.03,0.06,0.69,0.08,0.0,0.06,0.04,0.03,0.09,0.04,0.06,0.2,0.15,0.36,0.0,0.08,0.0,0.04,0.0,0.07,0.13,0.12,0.47,0.16,0.0
302,302,0.01,0.0,0.07,0.38,0.05,0.04,0.22,0.01,0.21,0.01,0.01,0.0,0.03,0.12,0.23,0.46,0.09,0.03,0.01,0.01,0.02,0.0,0.24,0.1,0.03,0.5,0.09,0.02,0.06,0.03,0.13,0.0,0.06,0.51,0.06,0.12,0.03,0.03,0.01,0.05,0.05,0.0,0.57,0.21,0.04,0.03,0.02,0.04,0.07,0.63,0.1,0.0,0.06,0.05,0.14,0.12,0.03,0.06,0.18,0.39,0.01,0.0,0.06,0.0,0.04,0.0,0.08,0.11,0.12,0.25,0.4,0.0
303,303,0.0,0.0,0.06,0.37,0.04,0.04,0.25,0.01,0.23,0.01,0.04,0.0,0.02,0.15,0.54,0.17,0.06,0.03,0.01,0.01,0.02,0.0,0.26,0.11,0.04,0.46,0.08,0.04,0.05,0.03,0.09,0.0,0.06,0.54,0.07,0.12,0.03,0.04,0.01,0.03,0.09,0.0,0.34,0.41,0.05,0.03,0.02,0.03,0.05,0.2,0.31,0.0,0.27,0.07,0.08,0.09,0.03,0.05,0.13,0.23,0.34,0.0,0.05,0.0,0.03,0.0,0.07,0.1,0.12,0.31,0.36,0.0
304,304,0.0,0.0,0.06,0.35,0.05,0.04,0.23,0.01,0.25,0.02,0.02,0.0,0.04,0.17,0.26,0.34,0.1,0.04,0.01,0.01,0.01,0.0,0.33,0.11,0.02,0.42,0.08,0.03,0.05,0.02,0.08,0.0,0.05,0.6,0.06,0.11,0.02,0.02,0.01,0.05,0.09,0.0,0.48,0.26,0.07,0.18,0.02,0.01,0.03,0.13,0.49,0.0,0.08,0.07,0.26,0.12,0.03,0.05,0.14,0.29,0.07,0.0,0.04,0.02,0.04,0.0,0.1,0.1,0.1,0.2,0.44,0.0
305,305,0.01,0.0,0.06,0.32,0.05,0.05,0.24,0.01,0.27,0.01,0.04,0.0,0.03,0.2,0.56,0.07,0.04,0.04,0.0,0.01,0.01,0.0,0.06,0.11,0.03,0.69,0.09,0.06,0.08,0.05,0.15,0.0,0.1,0.3,0.1,0.16,0.02,0.02,0.0,0.05,0.11,0.0,0.62,0.06,0.12,0.39,0.04,0.03,0.07,0.11,0.21,0.0,0.07,0.08,0.22,0.1,0.04,0.05,0.16,0.24,0.15,0.0,0.05,0.0,0.03,0.0,0.08,0.14,0.11,0.42,0.22,0.0
306,306,0.0,0.0,0.06,0.38,0.04,0.03,0.26,0.0,0.23,0.02,0.04,0.0,0.09,0.19,0.42,0.14,0.07,0.03,0.0,0.01,0.03,0.0,0.05,0.1,0.04,0.68,0.1,0.06,0.08,0.04,0.2,0.0,0.18,0.14,0.13,0.16,0.02,0.02,0.0,0.05,0.07,0.0,0.71,0.08,0.04,0.11,0.07,0.07,0.08,0.19,0.2,0.0,0.16,0.13,0.36,0.11,0.03,0.04,0.12,0.2,0.11,0.0,0.04,0.0,0.04,0.0,0.07,0.14,0.12,0.43,0.21,0.0
307,307,0.0,0.0,0.05,0.32,0.02,0.02,0.42,0.0,0.17,0.05,0.03,0.0,0.08,0.32,0.21,0.16,0.07,0.09,0.0,0.02,0.03,0.0,0.08,0.09,0.17,0.55,0.08,0.04,0.06,0.02,0.1,0.0,0.22,0.4,0.07,0.09,0.02,0.02,0.0,0.04,0.05,0.0,0.77,0.07,0.03,0.18,0.03,0.04,0.11,0.17,0.27,0.0,0.13,0.08,0.01,0.07,0.01,0.06,0.11,0.13,0.57,0.0,0.05,0.0,0.04,0.0,0.08,0.13,0.12,0.43,0.21,0.0
308,308,0.0,0.0,0.06,0.42,0.03,0.03,0.24,0.0,0.22,0.01,0.04,0.0,0.11,0.21,0.49,0.04,0.04,0.05,0.01,0.02,0.02,0.0,0.12,0.22,0.03,0.49,0.09,0.05,0.08,0.04,0.22,0.0,0.12,0.15,0.16,0.18,0.02,0.03,0.02,0.05,0.11,0.0,0.11,0.43,0.23,0.1,0.03,0.02,0.27,0.23,0.21,0.0,0.07,0.07,0.04,0.1,0.04,0.07,0.19,0.2,0.28,0.0,0.08,0.0,0.04,0.0,0.08,0.14,0.12,0.45,0.17,0.0
309,309,0.0,0.0,0.05,0.22,0.08,0.05,0.18,0.18,0.24,0.02,0.02,0.0,0.14,0.23,0.3,0.03,0.2,0.06,0.01,0.02,0.01,0.0,0.14,0.17,0.03,0.55,0.06,0.02,0.04,0.03,0.12,0.0,0.2,0.33,0.17,0.09,0.02,0.03,0.03,0.04,0.1,0.0,0.04,0.62,0.12,0.01,0.04,0.05,0.05,0.1,0.01,0.0,0.68,0.05,0.02,0.08,0.02,0.05,0.1,0.11,0.59,0.0,0.05,0.0,0.02,0.0,0.07,0.09,0.09,0.29,0.44,0.0
310,310,0.01,0.0,0.04,0.06,0.13,0.17,0.16,0.2,0.22,0.02,0.01,0.0,0.14,0.19,0.35,0.07,0.2,0.02,0.01,0.03,0.01,0.0,0.11,0.09,0.06,0.63,0.06,0.02,0.04,0.02,0.12,0.0,0.04,0.21,0.46,0.09,0.02,0.03,0.03,0.04,0.09,0.0,0.14,0.63,0.03,0.01,0.04,0.05,0.05,0.13,0.01,0.0,0.6,0.11,0.01,0.08,0.01,0.04,0.09,0.09,0.63,0.0,0.05,0.0,0.02,0.0,0.05,0.09,0.09,0.29,0.46,0.0
311,311,0.01,0.0,0.04,0.14,0.1,0.1,0.26,0.03,0.33,0.02,0.03,0.0,0.06,0.19,0.51,0.12,0.06,0.03,0.14,0.03,0.03,0.0,0.42,0.11,0.09,0.04,0.13,0.02,0.04,0.01,0.08,0.0,0.14,0.54,0.06,0.09,0.02,0.03,0.02,0.04,0.09,0.0,0.38,0.41,0.03,0.02,0.04,0.05,0.05,0.14,0.01,0.0,0.61,0.07,0.01,0.08,0.01,0.04,0.09,0.08,0.63,0.0,0.05,0.0,0.04,0.0,0.06,0.11,0.12,0.28,0.39,0.0
312,312,0.02,0.0,0.07,0.31,0.07,0.06,0.23,0.09,0.16,0.05,0.02,0.0,0.19,0.32,0.18,0.04,0.16,0.06,0.05,0.02,0.03,0.0,0.45,0.06,0.02,0.12,0.25,0.01,0.19,0.05,0.21,0.0,0.14,0.11,0.2,0.08,0.01,0.03,0.03,0.04,0.09,0.0,0.04,0.73,0.03,0.01,0.05,0.06,0.06,0.1,0.0,0.0,0.65,0.07,0.02,0.09,0.02,0.07,0.12,0.11,0.52,0.0,0.05,0.0,0.04,0.0,0.06,0.12,0.11,0.29,0.38,0.0
313,313,0.05,0.0,0.08,0.07,0.13,0.1,0.18,0.2,0.19,0.02,0.02,0.0,0.03,0.21,0.12,0.13,0.07,0.4,0.01,0.05,0.06,0.0,0.15,0.03,0.03,0.04,0.62,0.01,0.06,0.03,0.14,0.0,0.15,0.12,0.1,0.38,0.02,0.03,0.0,0.03,0.09,0.0,0.63,0.09,0.11,0.0,0.03,0.06,0.05,0.13,0.0,0.0,0.6,0.15,0.05,0.11,0.04,0.09,0.17,0.2,0.03,0.0,0.32,0.0,0.02,0.01,0.06,0.15,0.16,0.28,0.32,0.0
314,314,0.02,0.0,0.06,0.1,0.13,0.18,0.14,0.04,0.31,0.02,0.23,0.0,0.05,0.22,0.13,0.07,0.04,0.24,0.01,0.05,0.06,0.0,0.13,0.04,0.03,0.04,0.63,0.02,0.07,0.04,0.19,0.0,0.06,0.1,0.07,0.45,0.02,0.03,0.0,0.03,0.12,0.0,0.6,0.08,0.11,0.0,0.03,0.05,0.04,0.13,0.0,0.0,0.58,0.16,0.04,0.2,0.03,0.09,0.11,0.16,0.01,0.0,0.37,0.0,0.02,0.01,0.06,0.18,0.17,0.31,0.26,0.0
315,315,0.01,0.0,0.06,0.08,0.08,0.08,0.38,0.03,0.27,0.01,0.02,0.0,0.02,0.14,0.11,0.43,0.06,0.21,0.01,0.02,0.03,0.0,0.1,0.12,0.43,0.07,0.21,0.04,0.06,0.04,0.17,0.0,0.21,0.24,0.1,0.14,0.02,0.02,0.01,0.05,0.09,0.0,0.45,0.3,0.06,0.01,0.06,0.05,0.09,0.21,0.07,0.0,0.34,0.17,0.0,0.08,0.0,0.04,0.1,0.12,0.62,0.0,0.05,0.0,0.01,0.0,0.07,0.16,0.17,0.33,0.25,0.0
316,316,0.01,0.0,0.07,0.09,0.08,0.12,0.31,0.04,0.28,0.02,0.02,0.0,0.04,0.16,0.12,0.52,0.06,0.06,0.02,0.02,0.02,0.0,0.29,0.38,0.17,0.04,0.06,0.03,0.06,0.01,0.08,0.0,0.51,0.13,0.08,0.1,0.02,0.02,0.01,0.04,0.08,0.0,0.55,0.25,0.03,0.03,0.12,0.03,0.05,0.24,0.31,0.0,0.13,0.08,0.01,0.06,0.01,0.03,0.08,0.12,0.63,0.0,0.07,0.0,0.01,0.01,0.06,0.17,0.2,0.21,0.35,0.0
317,317,0.01,0.0,0.08,0.12,0.09,0.08,0.26,0.04,0.32,0.02,0.02,0.0,0.02,0.18,0.3,0.35,0.07,0.04,0.02,0.0,0.01,0.0,0.66,0.09,0.11,0.04,0.07,0.02,0.05,0.02,0.09,0.0,0.06,0.48,0.2,0.09,0.02,0.03,0.02,0.05,0.09,0.0,0.28,0.4,0.11,0.04,0.04,0.05,0.07,0.29,0.19,0.0,0.22,0.11,0.02,0.09,0.02,0.05,0.16,0.13,0.49,0.0,0.06,0.0,0.02,0.01,0.04,0.19,0.18,0.37,0.19,0.0
318,318,0.02,0.0,0.07,0.1,0.08,0.07,0.32,0.03,0.3,0.04,0.06,0.0,0.05,0.22,0.28,0.14,0.1,0.11,0.01,0.01,0.02,0.0,0.28,0.23,0.3,0.08,0.07,0.02,0.05,0.02,0.1,0.0,0.05,0.45,0.22,0.08,0.02,0.03,0.01,0.06,0.1,0.0,0.55,0.09,0.14,0.03,0.1,0.03,0.05,0.59,0.08,0.0,0.07,0.06,0.17,0.09,0.02,0.04,0.18,0.18,0.28,0.0,0.05,0.0,0.03,0.0,0.03,0.17,0.14,0.47,0.15,0.0
319,319,0.02,0.0,0.07,0.12,0.12,0.13,0.18,0.04,0.32,0.03,0.04,0.0,0.07,0.3,0.33,0.05,0.09,0.1,0.02,0.0,0.02,0.0,0.47,0.18,0.19,0.04,0.07,0.02,0.05,0.02,0.1,0.0,0.09,0.34,0.28,0.1,0.02,0.03,0.01,0.06,0.1,0.0,0.57,0.11,0.1,0.05,0.39,0.04,0.04,0.27,0.08,0.0,0.06,0.07,0.58,0.11,0.03,0.03,0.08,0.11,0.03,0.0,0.04,0.0,0.03,0.01,0.05,0.2,0.28,0.3,0.13,0.0
320,320,0.01,0.0,0.05,0.09,0.1,0.08,0.15,0.31,0.23,0.04,0.04,0.0,0.07,0.27,0.36,0.06,0.08,0.09,0.01,0.03,0.03,0.0,0.34,0.09,0.04,0.22,0.25,0.02,0.05,0.02,0.1,0.0,0.08,0.42,0.19,0.11,0.02,0.02,0.0,0.04,0.07,0.0,0.69,0.12,0.05,0.04,0.5,0.03,0.04,0.17,0.09,0.0,0.06,0.08,0.03,0.09,0.02,0.04,0.13,0.26,0.4,0.0,0.03,0.0,0.03,0.01,0.04,0.18,0.23,0.35,0.16,0.0
321,321,0.02,0.0,0.05,0.05,0.12,0.36,0.19,0.06,0.15,0.04,0.13,0.0,0.06,0.22,0.26,0.12,0.08,0.1,0.01,0.02,0.02,0.0,0.12,0.09,0.14,0.4,0.21,0.05,0.05,0.02,0.09,0.0,0.12,0.37,0.21,0.1,0.02,0.02,0.0,0.04,0.06,0.0,0.75,0.09,0.03,0.04,0.26,0.05,0.05,0.23,0.13,0.0,0.13,0.11,0.03,0.16,0.0,0.06,0.14,0.56,0.03,0.0,0.01,0.0,0.03,0.0,0.06,0.14,0.13,0.44,0.2,0.0
322,322,0.02,0.0,0.02,0.05,0.16,0.12,0.14,0.38,0.1,0.03,0.03,0.0,0.09,0.37,0.33,0.05,0.06,0.05,0.02,0.01,0.02,0.0,0.46,0.18,0.09,0.15,0.07,0.02,0.37,0.05,0.28,0.0,0.1,0.07,0.06,0.06,0.02,0.02,0.0,0.04,0.12,0.0,0.64,0.1,0.05,0.02,0.18,0.03,0.04,0.23,0.38,0.0,0.04,0.09,0.05,0.14,0.01,0.05,0.12,0.52,0.09,0.0,0.02,0.0,0.03,0.0,0.07,0.15,0.14,0.35,0.26,0.0
323,323,0.03,0.0,0.02,0.08,0.69,0.13,0.04,0.0,0.02,0.01,0.01,0.0,0.06,0.69,0.11,0.0,0.08,0.04,0.01,0.0,0.02,0.0,0.72,0.16,0.02,0.02,0.04,0.01,0.09,0.07,0.44,0.0,0.32,0.03,0.03,0.03,0.02,0.12,0.05,0.2,0.25,0.0,0.27,0.03,0.06,0.0,0.01,0.0,0.01,0.17,0.75,0.0,0.0,0.06,0.01,0.06,0.0,0.01,0.15,0.27,0.48,0.0,0.03,0.0,0.0,0.01,0.01,0.42,0.4,0.11,0.05,0.0
324,324,0.04,0.0,0.02,0.07,0.6,0.17,0.07,0.01,0.02,0.01,0.01,0.0,0.28,0.52,0.1,0.01,0.04,0.03,0.02,0.0,0.0,0.0,0.77,0.12,0.02,0.02,0.04,0.01,0.1,0.02,0.14,0.0,0.48,0.16,0.03,0.05,0.01,0.11,0.33,0.16,0.31,0.0,0.02,0.0,0.05,0.0,0.01,0.0,0.01,0.17,0.77,0.0,0.0,0.04,0.01,0.11,0.0,0.01,0.16,0.5,0.19,0.0,0.02,0.0,0.0,0.0,0.02,0.47,0.44,0.04,0.02,0.0
325,325,0.03,0.0,0.02,0.09,0.62,0.16,0.05,0.0,0.02,0.01,0.01,0.0,0.46,0.34,0.14,0.01,0.03,0.01,0.01,0.0,0.0,0.0,0.48,0.43,0.01,0.02,0.05,0.0,0.0,0.0,0.01,0.0,0.95,0.01,0.01,0.01,0.21,0.16,0.05,0.07,0.32,0.0,0.05,0.03,0.11,0.0,0.01,0.0,0.01,0.14,0.82,0.0,0.0,0.02,0.01,0.07,0.0,0.01,0.16,0.72,0.01,0.0,0.02,0.0,0.0,0.0,0.02,0.41,0.49,0.05,0.03,0.0
326,326,0.03,0.0,0.18,0.12,0.46,0.13,0.05,0.0,0.04,0.01,0.01,0.0,0.43,0.37,0.1,0.01,0.03,0.03,0.01,0.0,0.0,0.0,0.52,0.39,0.03,0.02,0.04,0.01,0.04,0.01,0.04,0.0,0.74,0.05,0.05,0.05,0.03,0.07,0.01,0.1,0.28,0.0,0.02,0.02,0.48,0.01,0.01,0.0,0.02,0.24,0.64,0.0,0.01,0.06,0.01,0.06,0.0,0.01,0.16,0.54,0.19,0.0,0.03,0.0,0.01,0.0,0.02,0.25,0.37,0.31,0.05,0.0
327,327,0.05,0.0,0.03,0.07,0.54,0.2,0.06,0.02,0.04,0.02,0.0,0.0,0.33,0.44,0.15,0.01,0.03,0.03,0.0,0.0,0.0,0.0,0.51,0.41,0.02,0.01,0.04,0.01,0.01,0.01,0.03,0.0,0.88,0.02,0.02,0.02,0.06,0.06,0.02,0.07,0.27,0.0,0.1,0.02,0.39,0.0,0.01,0.0,0.02,0.14,0.81,0.0,0.0,0.02,0.01,0.05,0.0,0.02,0.15,0.63,0.1,0.0,0.03,0.0,0.0,0.0,0.01,0.26,0.4,0.29,0.04,0.0
328,328,0.08,0.0,0.01,0.07,0.49,0.23,0.06,0.02,0.04,0.02,0.0,0.0,0.31,0.4,0.16,0.0,0.05,0.05,0.01,0.0,0.0,0.0,0.62,0.31,0.02,0.01,0.03,0.01,0.01,0.01,0.03,0.0,0.88,0.03,0.02,0.02,0.06,0.05,0.02,0.06,0.2,0.0,0.01,0.01,0.6,0.0,0.01,0.0,0.02,0.14,0.82,0.0,0.0,0.02,0.01,0.04,0.0,0.01,0.19,0.54,0.18,0.0,0.02,0.0,0.01,0.0,0.02,0.3,0.52,0.11,0.04,0.0
329,329,0.03,0.0,0.02,0.07,0.44,0.29,0.06,0.03,0.06,0.02,0.01,0.0,0.25,0.47,0.17,0.0,0.05,0.03,0.0,0.0,0.0,0.0,0.53,0.41,0.02,0.01,0.03,0.01,0.12,0.02,0.06,0.0,0.76,0.01,0.01,0.01,0.12,0.08,0.02,0.08,0.25,0.0,0.04,0.02,0.37,0.0,0.01,0.0,0.01,0.11,0.85,0.0,0.0,0.02,0.01,0.04,0.0,0.02,0.17,0.64,0.1,0.0,0.03,0.0,0.02,0.01,0.01,0.27,0.57,0.08,0.04,0.0
330,330,0.03,0.0,0.03,0.08,0.48,0.26,0.06,0.02,0.05,0.01,0.0,0.0,0.46,0.31,0.13,0.02,0.05,0.02,0.01,0.01,0.0,0.0,0.54,0.33,0.04,0.02,0.05,0.0,0.01,0.0,0.01,0.0,0.95,0.01,0.01,0.01,0.04,0.06,0.02,0.07,0.21,0.0,0.08,0.02,0.5,0.0,0.01,0.0,0.01,0.11,0.85,0.0,0.0,0.02,0.01,0.06,0.0,0.02,0.09,0.32,0.47,0.0,0.03,0.0,0.01,0.01,0.02,0.26,0.56,0.1,0.05,0.0
331,331,0.03,0.0,0.02,0.08,0.58,0.2,0.04,0.01,0.03,0.01,0.0,0.0,0.48,0.32,0.1,0.01,0.05,0.02,0.01,0.0,0.01,0.0,0.41,0.46,0.03,0.02,0.06,0.01,0.03,0.01,0.06,0.0,0.67,0.11,0.03,0.08,0.43,0.22,0.02,0.07,0.17,0.0,0.05,0.02,0.03,0.01,0.01,0.0,0.02,0.13,0.8,0.0,0.0,0.03,0.01,0.07,0.0,0.02,0.09,0.28,0.49,0.0,0.03,0.0,0.02,0.01,0.02,0.26,0.48,0.12,0.09,0.0
332,332,0.02,0.0,0.03,0.28,0.47,0.14,0.04,0.0,0.02,0.02,0.0,0.0,0.22,0.46,0.15,0.02,0.07,0.07,0.01,0.01,0.01,0.0,0.53,0.35,0.03,0.02,0.05,0.01,0.06,0.02,0.23,0.0,0.54,0.05,0.05,0.04,0.03,0.37,0.09,0.08,0.27,0.0,0.06,0.02,0.09,0.01,0.02,0.01,0.02,0.36,0.55,0.0,0.01,0.04,0.02,0.06,0.01,0.03,0.14,0.27,0.44,0.0,0.04,0.0,0.0,0.01,0.0,0.39,0.46,0.09,0.04,0.0
333,333,0.03,0.0,0.06,0.31,0.22,0.22,0.09,0.0,0.06,0.01,0.0,0.0,0.26,0.46,0.16,0.0,0.05,0.05,0.01,0.0,0.0,0.0,0.65,0.24,0.03,0.01,0.05,0.01,0.04,0.01,0.08,0.0,0.58,0.16,0.07,0.05,0.12,0.25,0.05,0.08,0.22,0.0,0.06,0.03,0.17,0.01,0.01,0.01,0.02,0.31,0.61,0.0,0.01,0.02,0.01,0.06,0.0,0.02,0.13,0.46,0.3,0.0,0.01,0.0,0.02,0.01,0.01,0.25,0.54,0.1,0.06,0.0
